experiment_id,baseline,seed,counterexample_mode,eta,hessian_bound_inflation,loading_level,trust_region_radius_rho_pu,uncertainty_scale,certified_false_accept_rate,overall_violation_rate,max_voltage_exceedance_pu,max_thermal_exceedance_percent,certified_coverage_rate,median_solve_time_seconds,p95_solve_time_seconds,nonconvex_escalation_ratio,runtime_reduction_vs_full_nonconvex_percent,compute_optimality_gap_J_pi_minus_J_pi_star,assumption_monitor_alert
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),11,stale_J,0.020,1.0,1.0,0.05,1.5x,0.016685110434428996,0.018162558305466724,0.003548477307499332,6.665131966264841,0.7681560593528842,11.691264997465286,15.783207746578137,0.23184394064711578,10.06719232719011,0.10172403086555035,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),11,trust_region_break,0.002,1.5,1.3,0.08,0.8x,0.020779265484075875,0.02615279202456984,0.00395225090079645,3.187507759491358,0.7639520552554014,11.270569451823913,15.215268759962283,0.23604794474459856,13.303311909046823,0.07966263623245039,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),11,none,0.005,2.0,0.6,0.01,1.0x,0.0,0.003771565840419431,0.001551193345565298,1.2713283298257108,0.9390560398860807,9.995304802622172,13.493661483539933,0.06094396011391934,23.11303997982944,0.07633890931469497,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),11,underestimated_L,0.010,3.0,1.0,0.02,1.2x,0.013072349547451102,0.013804511871558805,0.002977231469141292,6.095447416873319,0.6966565667134945,12.505750052269862,16.882762570564314,0.3033434332865055,3.8019226748472135,0.11047112058344394,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),11,stale_J,0.020,1.0,1.3,0.05,1.5x,0.021738117956279668,0.02300174988911456,0.003716329273176413,3.43690168439836,0.749501423970575,11.601539200963717,15.66207792130102,0.25049857602942505,10.757390761817554,0.08594263019274877,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),11,trust_region_break,0.002,1.5,0.6,0.08,0.8x,0.01816177926782902,0.019085418146926453,0.003277241058735625,8.554724280486688,0.7114525028838098,11.86280634896946,16.014788571108774,0.2885474971161902,8.747643469465693,0.0575662412059866,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),11,none,0.005,2.0,1.0,0.01,1.0x,0.0,0.0,0.005108087028625303,1.6875365081751599,0.9159079622544877,9.92412107326475,13.397563448907414,0.08409203774551233,23.660607128732693,0.09168885613902633,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),11,underestimated_L,0.010,3.0,1.3,0.02,1.2x,0.015615846262844926,0.011272912166518285,0.002803828846436533,5.3176905859903165,0.7253719518832837,12.429535348025553,16.779872719834497,0.27462804811671626,4.38818963057267,0.12139023025981023,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),11,stale_J,0.020,1.0,0.6,0.05,1.5x,0.014508963693759841,0.013697288592783272,0.003569959133425251,6.722242234041405,0.7828445533020204,11.760064920223172,15.876087642301284,0.2171554466979796,9.537962152129442,0.08383917774584114,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),11,trust_region_break,0.002,1.5,1.0,0.08,0.8x,0.01574033331199852,0.016723728919168727,0.0030787997577258032,6.250015975868343,0.7738774023804532,11.044709764194724,14.910358181662879,0.22612259761954678,15.040694121579046,0.033001038664372234,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),11,none,0.005,2.0,1.3,0.01,1.0x,0.0,0.0016270327644439322,0.002953409979913548,0.0,0.9305097405049984,11.028911543294726,14.88903058344788,0.06949025949500165,15.162218897732881,0.08123718119352402,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),11,underestimated_L,0.010,3.0,0.6,0.02,1.2x,0.014805323666823009,0.01334119184595681,0.003785259630944087,2.88474216206287,0.7472229284547458,11.448068354394758,15.454892278432924,0.2527770715452542,11.937935735424944,0.05905112835759283,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),11,stale_J,0.020,1.0,1.0,0.05,1.5x,0.011228951400940155,0.011012102537431383,0.002796923415351746,1.3108487763634953,0.7673359168684748,11.990138314810887,16.186686724994697,0.2326640831315252,7.768166809147026,0.10168951189287688,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),11,trust_region_break,0.002,1.5,1.3,0.08,0.8x,0.02303179256712717,0.025301706429178877,0.004397337559444614,7.428808171763338,0.7254574900018382,12.632575929095136,17.053977504278436,0.27454250999816177,2.8263390069604877,0.10458889062439305,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,none,0.005,2.0,0.6,0.01,1.0x,0.0,0.0016597817666662163,0.003497885438375499,0.0,0.8304319171583531,10.58704024368779,14.292504328978517,0.16956808284164693,18.561228894709302,0.06384020024266948,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,underestimated_L,0.010,3.0,1.0,0.02,1.2x,0.019729763651067905,0.021547660370087145,0.0033269050010695583,4.457392005598298,0.7589554340949967,12.232022659431367,16.513230590232347,0.24104456590500334,5.907518004374102,0.08655396687430775,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,stale_J,0.020,1.0,1.3,0.05,1.5x,0.021524216814716404,0.019777528681298697,0.0034845432652973784,5.829610100236327,0.7344825198752766,11.808750478459487,15.941813145920309,0.2655174801247234,9.163457858003943,0.06550970991167429,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,trust_region_break,0.002,1.5,0.6,0.08,0.8x,0.016118431834922602,0.015054306439956297,0.0036543571569060285,8.139852356237727,0.709675019975801,11.65327393898514,15.73191981762994,0.29032498002419904,10.359431238575844,0.06379168933812178,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,none,0.005,2.0,1.0,0.01,1.0x,0.0,0.0,0.001378858475788132,0.2195726052602318,0.8702197677071714,10.481843304786606,14.150488461461919,0.12978023229282865,19.370436117026102,0.12134418032968486,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,underestimated_L,0.010,3.0,1.3,0.02,1.2x,0.02242081394113451,0.028526160476486782,0.0035526756636241235,0.7976154337033368,0.750135642940294,11.413605094747792,15.40836687790952,0.249864357059706,12.203037732709287,0.08140281176940674,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,stale_J,0.020,1.0,0.6,0.05,1.5x,0.02007375193912148,0.017492137018931243,0.004875680270170837,1.1825764736249909,0.8061054380669186,12.019603073669684,16.226464149454074,0.1938945619330814,7.54151481792551,0.08163787926341148,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,trust_region_break,0.002,1.5,1.0,0.08,0.8x,0.016212814532367177,0.01932335719055411,0.0021571081289397925,1.27182985498938,0.7568272740210619,11.366794014287464,15.345171919288077,0.24317272597893813,12.563122967019503,0.054154233362661286,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,none,0.005,2.0,1.3,0.01,1.0x,0.0,0.0,0.0031137942535652326,3.216051760129469,0.9278594486293649,10.614790351514452,14.329966974544512,0.07214055137063513,18.347766526811903,0.053769710620404115,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,underestimated_L,0.010,3.0,0.6,0.02,1.2x,0.016748972468255182,0.019004743853992173,0.004740197901814636,11.720933535362027,0.7854830514674721,11.85867313711339,16.00920873510308,0.2145169485325279,8.77943740682008,0.05035596898360101,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,stale_J,0.020,1.0,1.0,0.05,1.5x,0.0165733972055239,0.014833696356583671,0.004080166404714351,1.5134719200757725,0.7107480497973804,11.321182998908327,15.283597048526243,0.2892519502026196,12.913976931474402,0.002814449705670477,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,trust_region_break,0.002,1.5,1.3,0.08,0.8x,0.0092155280027512,0.011040307126297616,0.0033069138894482263,4.9105875136014205,0.7370568149503571,11.663336996747084,15.745504945608564,0.26294318504964287,10.282023101945503,0.05477991812944294,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,none,0.005,2.0,0.6,0.01,1.0x,0.0,0.0,0.0019647026466928803,6.4122343362928875,0.934101741610002,10.409153022912129,14.052356580931376,0.06589825838999797,19.929592131445162,0.05482821778565298,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,underestimated_L,0.010,3.0,1.0,0.02,1.2x,0.018824099592566937,0.02369802975170158,0.002450250836488952,4.982891663621667,0.7608931200051471,11.618205849959311,15.684577897445072,0.23910687999485292,10.629185769543758,0.08611904230445762,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,stale_J,0.020,1.0,1.3,0.05,1.5x,0.015641911003569643,0.012743449704676833,0.003843874291166577,1.4573050475788976,0.7359847836246555,11.59274017751876,15.650199239650327,0.26401521637534453,10.825075557548002,0.05120346380109485,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,trust_region_break,0.002,1.5,0.6,0.08,0.8x,0.012310544040843568,0.01544653429681727,0.0030777428456384235,6.0856523927938415,0.7429816975975276,11.751674155092674,15.864760109375112,0.25701830240247237,9.602506499287122,0.062548494552586,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,none,0.005,2.0,1.0,0.01,1.0x,0.0,0.0,0.0026104430446299088,7.23201451071932,0.8508370262350236,10.511490917720309,14.190512738922418,0.14916297376497645,19.142377555997626,0.03610116309242212,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,underestimated_L,0.010,3.0,1.3,0.02,1.2x,0.017543787783035832,0.02334467796342234,0.003911369552018719,11.075899192897595,0.7325002890959355,12.080873819979846,16.309179656972795,0.26749971090406455,7.070201384770414,0.0790691861572528,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,stale_J,0.020,1.0,0.6,0.05,1.5x,0.020555568741446734,0.018677000870389943,0.004666820532153211,2.1331734443549495,0.7345564420961209,11.712073216008065,15.811298841610888,0.2654435579038791,9.907129107630276,0.10674483485899951,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,trust_region_break,0.002,1.5,1.0,0.08,0.8x,0.018884049782187825,0.02346265603618825,0.0038539500359361855,5.6540940678386535,0.7542119994892066,12.234002452313868,16.515903310623724,0.24578800051079341,5.892288828354864,0.0668688798768012,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,none,0.005,2.0,1.3,0.01,1.0x,0.0,0.003536467306698368,0.0026208000507352038,3.0287667696861718,0.8622235917670622,10.961561965704831,14.798108653701524,0.1377764082329378,15.680292571501298,0.07315624339192088,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,underestimated_L,0.010,3.0,0.6,0.02,1.2x,0.01715448655725993,0.013095586819181148,0.0035875972248653625,8.716571326083866,0.7132037724075878,12.165603732843872,16.423565039339227,0.2867962275924122,6.418432824277909,0.1219766196630098,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,stale_J,0.020,1.0,1.0,0.05,1.5x,0.015747955689179746,0.014524730441972158,0.004560803571961222,0.0,0.7376641286694068,11.967830092394973,16.156570624733213,0.2623358713305932,7.939768520038671,0.09133963227734133,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),23,trust_region_break,0.002,1.5,1.3,0.08,0.8x,0.01896626557173462,0.02007257936934009,0.00513272184486062,3.7279293119673884,0.7514363337955133,11.83643640475086,15.979189146413662,0.24856366620448667,8.950489194224154,0.06974734863050787,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,none,0.005,2.0,0.6,0.01,1.0x,0.0,0.0026997093003790582,0.004063414230919892,3.559840785104992,0.919760930288052,10.31664988743272,13.927477348034172,0.08023906971194805,20.641154712056007,0.0387182928745773,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,underestimated_L,0.010,3.0,1.0,0.02,1.2x,0.009325191785693087,0.004719168074927192,0.004159092213254168,5.706705838301527,0.7051625315195812,12.14545227971378,16.396360577613603,0.2948374684804188,6.57344400220169,0.09988731907366703,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,stale_J,0.020,1.0,1.3,0.05,1.5x,0.017052231732677222,0.013034831455195486,0.004420728872452389,0.8857233984411379,0.7707270693239808,11.643874579885122,15.719230682844914,0.22927293067601917,10.431734000883687,0.07275999220090455,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,trust_region_break,0.002,1.5,0.6,0.08,0.8x,0.016693594970641695,0.016588815107601924,0.0035935394822069777,0.03467252371505314,0.7418507294211738,11.830054094188302,15.97057302715421,0.2581492705788262,8.99958389085922,0.08091866344139592,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,none,0.005,2.0,1.0,0.01,1.0x,0.0,0.00043846664103286886,0.0032014121532615443,1.874943061941991,0.9044587387713051,10.124498005836921,13.668072307879845,0.09554126122869488,22.119246108946754,0.1027120885810115,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,underestimated_L,0.010,3.0,1.3,0.02,1.2x,0.013486970490372733,0.012180807234330552,0.0021651578481610874,3.0497632792192926,0.7565899390122638,11.944359619098206,16.124885485782578,0.2434100609877362,8.120310622321492,0.08823406784122534,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,stale_J,0.020,1.0,0.6,0.05,1.5x,0.016585514448596246,0.011531149991045377,0.00564657818829388,4.550118961063222,0.722627118744162,12.115821025913903,16.35635838498377,0.27737288125583803,6.801376723739216,0.09527536746546529,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,trust_region_break,0.002,1.5,1.0,0.08,0.8x,0.015234562494120567,0.02107209648233812,0.0027450609391666296,10.543730705151575,0.695624862704487,11.664538887373242,15.747127497953878,0.304375137295513,10.272777789436605,0.06499055006387258,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,none,0.005,2.0,1.3,0.01,1.0x,0.0,0.0,0.0017479688960835942,0.0,0.8752579336666393,10.163253842451644,13.72039268730972,0.12474206633336071,21.821124288833516,0.059792614808229894,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,underestimated_L,0.010,3.0,0.6,0.02,1.2x,0.016489906971435077,0.021029299832563336,0.004014350871071133,6.055869533506676,0.7239056975050605,12.207869420016483,16.48062371702225,0.2760943024949395,6.093312153719365,0.11527940311834589,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,stale_J,0.020,1.0,1.0,0.05,1.5x,0.018523029752886264,0.02068848581003266,0.003330332781559508,5.984476791312089,0.749602780652203,11.208334828600153,15.131252018610207,0.250397219347797,13.782039779998822,0.10951952777194227,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,trust_region_break,0.002,1.5,1.3,0.08,0.8x,0.015238460896450113,0.01146088968901713,0.004182083959330064,4.989894479412291,0.7161668948904418,11.750350084908534,15.862972614626523,0.28383310510955817,9.612691654549732,0.023168872804303527,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,none,0.005,2.0,0.6,0.01,1.0x,0.0,0.0,0.0029401920143852277,0.0,0.9110948142509012,9.601810002939107,12.962443503967796,0.08890518574909878,26.13992305431456,0.0685004113711338,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,underestimated_L,0.010,3.0,1.0,0.02,1.2x,0.017176527167080794,0.016077922293140742,0.003430730741891335,5.987144304937047,0.7486001863763184,11.97296850753188,16.16350748516804,0.2513998136236816,7.900242249754774,0.08132179688027084,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,stale_J,0.020,1.0,1.3,0.05,1.5x,0.017780571520387378,0.015147753847687895,0.0032809627654069944,3.7323224029891606,0.7670002999786775,11.858938962071162,16.00956759879607,0.23299970002132253,8.777392599452593,0.09323942080233014,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,trust_region_break,0.002,1.5,0.6,0.08,0.8x,0.013836067771837138,0.014499014071671614,0.004204200645613867,4.095102196435283,0.7359722049182857,12.327383161566253,16.641967268114442,0.26402779508171426,5.17397568025959,0.07014228299248643,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,none,0.005,2.0,1.0,0.01,1.0x,0.0,0.0018934262301787501,0.0041815903791811515,0.0,0.922958138251194,10.001144234693863,13.501544716836715,0.077041861748806,23.068121271585674,0.05666519381625454,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,underestimated_L,0.010,3.0,1.3,0.02,1.2x,0.015494016392190004,0.021041609966136493,0.003291638233580176,0.29312938181066084,0.7646687209084321,12.046007839108611,16.262110582796627,0.23533127909156792,7.338401237626069,0.06693757575551494,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,stale_J,0.020,1.0,0.6,0.05,1.5x,0.01707842943032272,0.016029920787108267,0.0031476355675802772,0.0,0.7236046706450917,11.655591085417743,15.735047965313955,0.2763953293549083,10.341607035248124,0.08015582308427588,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,trust_region_break,0.002,1.5,1.0,0.08,0.8x,0.020577028583023706,0.024849123897903946,0.004783389213510122,4.595415631842173,0.7616353646005809,11.443725406669882,15.449029299004343,0.2383646353994191,11.971343025616289,0.030076619672480612,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,none,0.005,2.0,1.3,0.01,1.0x,0.0,0.0,0.00328819304389268,2.4292238241383806,0.9110877292193517,11.232942898165755,15.16447291252377,0.08891227078064834,13.592746937186506,0.05128151454599411,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,underestimated_L,0.010,3.0,0.6,0.02,1.2x,0.020799819244702422,0.024936573373498323,0.0041712201237588935,4.035169313728549,0.7827409657918686,11.310432391815691,15.269083728951184,0.21725903420813142,12.996673909110068,0.0674875857768785,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,stale_J,0.020,1.0,1.0,0.05,1.5x,0.01932655785883555,0.017756909117811557,0.005591053753657406,6.758964298284399,0.7669648661796883,11.824407612152093,15.962950276405326,0.2330351338203117,9.043018368060817,0.09650122197849617,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),37,trust_region_break,0.002,1.5,1.3,0.08,0.8x,0.017011911471352368,0.020111530508633107,0.003391981136697651,5.914230999788909,0.7541802592647637,11.882181841824512,16.04094548646309,0.24581974073523627,8.598601216734526,0.06337041941638044,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),59,none,0.005,2.0,0.6,0.01,1.0x,0.0,0.0,0.002063340538502321,0.0,0.8995133656971291,11.14093143835229,15.040257441775593,0.10048663430287086,14.300527397290075,0.10343442345009393,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),59,underestimated_L,0.010,3.0,1.0,0.02,1.2x,0.01671575992967055,0.013447797077013865,0.0040879406418952245,7.227258282357675,0.7804754164257286,12.766100565977904,17.23423576407017,0.2195245835742714,1.7992264155545779,0.07504625492132665,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),59,stale_J,0.020,1.0,1.3,0.05,1.5x,0.017123851265658397,0.015059997245518666,0.004673043503809545,1.3341005572144704,0.7239880843776766,12.427097794526238,16.776582022610423,0.2760119156223234,4.406940042105855,0.06962040692523838,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),59,trust_region_break,0.002,1.5,0.6,0.08,0.8x,0.013726849158189985,0.01842473245081872,0.002352458985193887,8.230311957930866,0.7338346353885452,12.11931004642409,16.36106856267252,0.2661653646114548,6.774538104430072,0.053295125949783646,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),59,none,0.005,2.0,1.0,0.01,1.0x,0.0,0.0008492619465173146,0.0043145858363416965,2.9158134799522992,0.8844376206579802,10.886423351437605,14.696671524440768,0.11556237934201985,16.258281912018425,0.0901320251745009,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),59,underestimated_L,0.010,3.0,1.3,0.02,1.2x,0.018672667518317174,0.013992369360126268,0.0036067902587698306,2.5756471316181804,0.7333140554503579,12.173690119240302,16.43448166097441,0.2666859445496421,6.356229851997675,0.06416988634301712,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),59,stale_J,0.020,1.0,0.6,0.05,1.5x,0.016058309032240613,0.013741141590480906,0.002004277218556092,0.0,0.8034210917002151,11.639437841623407,15.7132410861916,0.19657890829978486,10.465862756743027,0.08045100467813202,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),59,trust_region_break,0.002,1.5,1.0,0.08,0.8x,0.016524697661330707,0.01910675033974079,0.0028632130657494405,0.0,0.7229541999904165,11.736180139948516,15.843843188930498,0.27704580000958345,9.721691231165263,0.013626137673790825,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),59,none,0.005,2.0,1.3,0.01,1.0x,0.0,0.001975103204258158,0.002500527193923379,6.107591078840326,0.9200859129027382,10.614649062356884,14.329776234181795,0.07991408709726178,18.348853366485507,0.039362081885795,0
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),59,underestimated_L,0.010,3.0,0.6,0.02,1.2x,0.01896784342249478,0.024454019963700554,0.003965892797957003,7.7252933881327985,0.7285176110826057,11.873082725164458,16.02866167897202,0.2714823889173943,8.668594421811859,0.08750147150962438,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),59,stale_J,0.020,1.0,1.0,0.05,1.5x,0.0175648466299263,0.01755679285132039,0.003932673878384059,4.437825667339427,0.7258256814489389,12.03058475800316,16.241289423304266,0.2741743185510611,7.4570403230526106,0.07785600040726992,1
EXP-H1-CERTIFIED_TRIGGER_SECURITY,Full non-convex robust UTOPF (no screening),59,trust_region_break,0.002,1.5,1.3,0.08,0.8x,0.017573462709296616,0.016863709328358133,0.0043072230313444485,5.529328242737385,0.6925743083718768,12.084911742722547,16.31463085267544,0.30742569162812317,7.0391404405957925,0.06048683833876217,1
